sale_id,product_id,customer_id,store_id,quantity,sale_amount
185,1016,9502,139,4,17415
186,1267,4613,44,8,14516
187,479,681,83,9,14060
188,201,9901,184,9,16111
189,1930,4823,14,8,2387
190,1973,3901,79,4,8690
191,1497,4365,175,6,11834
192,179,1788,200,9,19525
193,508,718,187,4,15013
194,453,8913,188,9,12079
195,270,3858,33,5,19022
196,1258,8063,184,9,7003
197,1648,2188,130,1,5577
198,486,3753,2,5,4678
199,578,781,60,1,14858
200,338,630,148,1,6424
201,861,5730,122,5,5882
202,1973,4531,151,1,19675
203,757,5665,82,9,12724
204,757,7622,158,9,16290
205,1472,3922,36,1,1665
206,584,7235,118,7,5160
207,1381,3313,67,6,19712
208,1073,2431,185,2,1284
209,1520,6578,145,6,4662
210,346,9822,125,1,6796
211,702,1474,152,8,16173
212,293,8672,196,5,10738
213,1713,2070,73,7,17720
214,1988,561,161,2,14880
215,1697,2696,57,7,17084
216,1174,7911,45,9,11066
217,1606,7461,182,6,15604
218,1569,2004,160,4,15153
219,796,3993,59,2,839
220,1880,1462,8,9,19384
221,1022,895,112,1,822
222,1284,9199,114,6,10916
223,1346,5279,188,5,8034
224,77,518,15,4,2637
225,1134,6826,127,8,14975
226,817,8055,159,9,8845
227,896,5300,64,9,17743
228,651,7380,5,4,13081
229,547,1001,170,4,16576
230,1447,3748,106,6,18136
231,394,8832,29,1,16027
232,1259,730,142,2,18621
233,1354,8625,180,8,8645
234,1736,6788,181,5,2267
235,325,3938,13,9,5476
236,151,2811,188,5,13766
237,1570,2938,48,8,4235
238,1660,4197,154,6,15417
239,879,6464,159,1,15119
240,1056,1122,115,8,17313
241,272,2327,36,7,8880
242,836,3417,27,1,3011
243,1846,5981,127,9,1235
244,1660,9807,97,2,9548
245,1948,7523,93,5,16142
246,368,1063,91,1,8980
247,1516,7471,4,8,1820
248,1340,5468,120,3,18251
249,590,4551,133,3,15441
250,588,5444,51,2,11954
251,572,8711,66,6,19995
252,1621,3425,40,6,5760
253,1392,5935,120,5,10027
254,80,5423,117,1,6898
255,1910,210,27,1,3825
256,1196,9059,182,5,17358
257,258,3941,122,3,3173
258,279,7301,9,8,12411
259,504,176,11,9,9795
260,1757,7255,135,7,2483
261,558,4857,70,8,9057
262,491,3530,30,4,18907
263,1609,8409,93,7,16022
264,566,5526,77,2,8888
265,1863,2911,118,2,11403
266,1757,604,165,1,8533
267,1917,9935,173,7,17379
268,1361,820,82,9,5719
269,521,7598,76,1,9517
270,326,1062,195,5,9374
271,1196,3013,176,5,3599
272,84,2956,117,5,3361
273,1866,185,10,3,19878
274,841,3449,141,2,19724
275,1548,6419,60,4,5647
276,1505,8794,23,2,9897
277,1568,1310,30,7,13459
278,1442,1372,120,3,12998
279,1363,1013,61,2,1453
280,1825,7,28,3,2286
281,320,8380,151,1,2652
282,304,4046,197,7,17987
283,1296,1624,49,5,16155
284,690,9332,158,7,4639
285,1138,8255,98,3,9663
286,407,8633,112,2,6818
287,1050,1368,26,1,16104
288,1261,587,124,6,15308
289,1334,379,81,1,12350
290,684,9448,162,6,1683
291,233,2488,68,3,19728
292,1022,3947,78,3,18636
293,549,737,2,6,5402
294,1289,3348,48,9,12109
295,1037,9066,70,5,9469
296,496,3239,152,9,1767
297,1340,8150,142,5,13360
298,618,8291,77,3,10762
299,1662,8606,75,6,6914
300,848,314,104,7,6682
301,1006,6273,89,8,4241
302,384,9978,30,8,11471
303,1017,7620,162,6,4831
304,642,1433,151,5,19176
305,316,9787,65,4,14738
306,256,338,79,4,4779
307,441,4342,105,8,10727
308,1139,7817,120,7,7338
309,299,558,174,4,5316
310,915,4300,62,6,2589
311,1148,7049,54,7,10271
312,256,1217,144,6,19743
313,651,3431,188,8,2909
314,1742,5674,98,3,1003
315,47,8928,193,9,412
316,1753,2266,58,2,17692
317,1855,4669,150,5,13688
318,903,8374,181,7,4415
319,463,5691,2,9,8719
320,1374,5070,49,4,15793
321,1147,208,141,4,11837
322,31,1194,163,2,11629
323,55,4235,21,6,5314
324,153,1190,41,1,2716
325,456,4665,72,6,16029
326,286,1659,157,4,14027
327,36,7564,73,6,7382
328,818,426,53,7,4933
329,1934,9622,132,7,15210
330,1821,5030,195,9,694
331,1947,5065,115,1,6722
332,1909,4858,107,3,15841
333,256,569,4,4,19059
334,178,231,91,7,10327
335,1572,995,37,4,9600
336,1278,9849,110,8,11577
337,508,4040,122,2,19823
338,1698,5920,144,8,18035
339,21,8982,92,7,17101
340,1830,2626,183,2,1583
341,75,9229,28,7,17338
342,719,4439,123,9,12148
343,460,1613,60,3,9539
344,1202,8531,117,2,10668
345,1406,7203,110,7,19065
346,1061,6042,132,9,6867
347,1995,586,99,9,14007
348,1144,5606,167,6,18662
349,1939,422,69,5,3894
350,630,9506,29,5,4503
351,1,1314,17,8,17151
352,1745,3843,159,4,13714
353,936,7460,12,2,6338
354,311,7940,100,5,1181
355,1232,6522,95,7,14445
356,1178,1178,11,8,18121
357,762,9931,174,8,18100
358,683,1667,167,8,18374
359,315,4529,158,3,2715
360,307,6958,160,4,3705
361,1528,8707,200,2,17656
362,619,3330,11,2,5954
363,1679,5462,155,7,8757
364,1544,4598,6,1,9520
365,1630,9181,183,6,2160
366,1934,9610,105,5,14011
367,1121,4975,6,3,11693
368,1514,5173,103,6,3557
369,7,6572,158,4,2595
370,1810,2015,18,5,17807
371,1036,6819,103,3,12765
372,514,8643,39,8,12552
373,1970,8726,78,1,9597
374,349,6676,191,7,2397
375,917,4819,143,6,9452
376,1031,1544,50,7,6087
377,500,9011,181,7,3057
378,475,1690,87,2,17063
379,524,5683,36,5,1275
380,1876,2294,9,5,7417
381,1081,9665,61,4,7582
382,590,8438,101,9,7640
383,1610,9007,152,1,14915
384,233,3115,100,6,7956
385,791,8585,189,3,13512
386,1054,4259,98,8,10665
387,367,4608,128,7,13103
388,1850,9363,176,2,10046
389,1631,2194,35,8,4703
390,1844,7579,92,1,1158
391,56,7412,116,2,19021
392,10,6951,105,1,6685
393,1939,2617,31,5,5003
394,147,9335,100,2,17195
395,364,4570,125,7,4887
396,1623,4824,143,9,7440
397,253,588,194,3,14977
398,1723,1190,127,4,15106
399,940,8253,103,7,6287
400,1769,9495,27,1,17002
401,1277,6916,111,4,10566
402,1467,37,144,1,7607
403,736,9350,67,8,12835
404,340,7919,191,7,2891
405,1540,4831,27,3,10836
406,1377,7316,160,6,19707
407,624,2960,186,8,14616
408,705,9613,163,5,9934
409,1677,8699,152,2,14997
410,323,9807,71,4,13772
411,1164,9460,113,5,10689
412,861,973,83,2,16716
413,1975,8642,133,1,14717
414,1469,212,167,5,16357
415,95,2332,51,7,5736
416,553,3602,191,7,8952
417,1444,6421,8,9,3616
418,1538,9257,89,4,7710
419,790,1447,22,7,17500
420,1174,3017,66,9,18778
421,553,1533,168,1,3550
422,1375,2954,46,9,17761
423,116,1834,10,4,18442
424,632,6597,82,2,6143
425,1261,7483,114,6,856
426,270,5750,199,9,586
427,861,2408,96,3,2267
428,291,3306,195,6,7421
429,1458,5163,129,7,16299
430,9,8066,56,1,8268
431,1775,1357,43,4,5819
432,630,7660,163,9,11553
433,864,2254,65,6,16846
434,1851,9128,172,9,18356
435,1848,1123,84,6,16906
436,475,6518,45,2,13583
437,1546,7559,35,7,11825
438,537,1510,37,5,8217
439,685,8903,65,8,2180
440,1761,994,175,4,19912
441,1035,55,55,3,2221
442,613,9833,162,7,18188
443,777,6730,21,4,17789
444,1927,3176,26,4,15612
445,1351,1757,14,1,19706
446,1954,6160,146,7,7096
447,595,5529,88,8,8573
448,276,6173,35,8,16718
449,370,8968,193,9,5039
450,1514,6100,16,1,19895
451,345,8548,61,3,14622
452,1797,564,110,1,709
453,368,2395,103,2,16308
454,1757,2893,102,3,17387
455,1335,1527,21,5,9862
456,731,4121,26,7,12427
457,1625,4188,175,7,3254
458,1509,6009,46,9,9131
459,15,9754,103,9,7927
460,758,3020,18,9,16459
461,688,4698,169,6,4531
462,4,5807,92,5,6425
463,1870,2945,20,7,5751
464,1400,6540,125,5,17846
465,1393,3992,103,3,11708
466,1489,8734,146,7,5247
467,533,7670,114,8,2890
468,1744,1154,66,2,4702
469,986,9939,164,7,6207
470,1161,1173,145,4,18802
471,834,9492,43,4,1230
472,363,3733,70,1,12567
473,1999,7720,163,4,18740
474,1955,3268,184,7,3144
475,1240,4505,101,3,16953
476,1392,5756,96,6,8332
477,117,71,10,6,3162
478,1203,1223,70,6,5039
479,1270,4641,70,5,8095
480,128,4915,33,8,16828
481,1382,602,130,6,12995
482,78,1489,80,4,19358
483,741,4981,40,4,12623
484,1317,1812,153,8,6218
485,774,5831,84,7,13588
486,82,5688,46,2,7198
487,342,9965,143,5,5323
488,1362,1,74,2,6177
489,819,4645,145,9,9245
490,578,5906,86,6,5891
491,96,5362,14,6,18645
492,1169,2182,113,8,11733
493,577,4965,156,2,10114
494,521,5192,72,1,14985
495,1421,4617,136,6,15747
496,996,9101,29,6,15447
497,357,1923,41,9,11500
498,186,1987,193,5,2336
499,1694,7815,109,4,12533
500,543,4043,54,6,10785
501,151,6940,8,6,18568
502,1343,501,132,5,12548
503,1778,9524,121,3,9592
504,1692,9819,69,3,6894
505,1083,1228,105,6,11811
506,10,2056,192,6,19850
507,857,2156,58,7,19524
508,1148,2571,41,8,2071
509,356,9589,41,7,18133
510,1370,4482,116,3,10635
511,794,7477,187,1,18560
512,237,2970,130,6,2871
513,333,7886,195,5,16579
514,17,5111,11,9,4383
515,1448,5724,28,5,1475
516,324,3590,116,8,16248
517,23,5132,131,4,9950
518,931,1274,180,3,9381
519,459,7545,74,7,9636
520,1484,3711,140,3,3496
521,521,8229,172,7,5553
522,719,2941,184,8,10814
523,557,421,148,4,16386
524,1445,3080,189,3,6986
525,1989,4840,169,2,17920
526,403,2420,140,5,13104
527,1355,2281,9,3,13394
528,457,2335,25,7,2155
529,1507,8930,9,9,19214
530,1522,1419,109,2,19076
531,1051,4548,141,5,10045
532,397,6801,141,5,9053
533,1977,2042,135,7,11084
534,1212,9978,140,7,508
535,140,9255,169,5,13167
536,521,3569,27,5,2169
537,746,372,159,8,14828
538,92,9195,64,4,5898
539,77,7578,56,8,5102
540,852,5376,34,7,16570
541,1268,2524,12,1,9879
542,845,6355,68,2,16389
543,667,4501,20,6,11259
544,1754,5651,164,7,14229
545,959,1419,195,1,1143
546,989,3202,93,9,762
547,797,6169,113,5,16597
548,1686,8819,198,7,2857
549,1865,1822,69,3,16596
550,88,4308,63,8,7154
551,1642,2962,171,7,11349
552,915,1647,99,4,2418
553,1318,7516,140,1,8642
554,95,2636,55,8,16282
555,1277,2344,102,3,13664
556,551,8185,47,1,2558
557,399,5510,96,3,11517
558,767,9202,116,2,13730
559,1078,5009,121,1,8927
560,1952,3219,195,3,6474
561,243,5999,110,6,2581
562,1134,5724,190,3,17343
563,1790,3741,119,4,15349
564,624,4977,63,6,11521
565,1710,6070,1,5,17726
566,701,4039,129,8,4596
567,1245,6099,66,5,4228
568,1785,3835,141,1,14723
569,564,9992,82,2,1485
570,162,7688,106,3,13908
571,1993,2885,106,2,6558
572,35,1323,85,7,8334
573,966,2610,194,9,4390
574,37,725,70,3,13526
575,846,2412,64,8,10686
576,829,9508,195,3,10013
577,623,9605,50,4,14602
578,1394,4849,78,4,8030
579,1201,9747,31,1,9770
580,521,426,137,1,3208
581,1299,7098,65,5,2124
582,1657,7950,102,6,9712
583,105,8496,183,7,5221
584,156,6984,29,6,19182
585,336,8296,39,4,13008
586,1050,7499,140,7,17576
587,1958,8556,34,5,18484
588,296,7534,150,7,18958
589,1561,4663,188,1,16684
590,1379,2848,58,3,12530
591,886,5868,63,1,19854
592,69,2724,187,5,2894
593,1351,9301,71,8,19378
594,151,5339,126,5,3819
595,857,1898,6,9,17713
596,577,4821,36,9,19497
597,662,715,32,8,18803
598,1344,2873,59,4,17425
599,757,5932,182,6,12684
600,452,1203,70,5,11338
601,570,6085,34,4,3340
602,1692,92,171,6,12327
603,1136,1524,176,8,4601
604,635,5770,50,5,3007
605,1486,3980,157,9,3050
606,1889,8361,6,9,18173
607,1988,6245,65,6,8924
608,362,9512,136,8,8121
609,203,7153,121,1,18542
610,487,2241,72,3,1887
611,1504,9062,154,8,3207
612,4,7107,150,1,6193
613,1153,975,109,3,8663
614,1050,6372,16,5,12609
615,801,4457,145,9,19184
616,977,2229,72,5,8065
617,27,2559,114,1,627
618,1066,1321,84,1,19917
619,965,9772,193,9,11915
620,1607,7205,181,5,14454
621,64,9977,108,4,12482
622,1049,7251,60,3,7476
623,72,1916,31,9,4543
624,1506,8449,126,5,10743
625,1897,1241,150,3,15367
626,900,2570,107,4,9824
627,268,8942,25,3,8172
628,1850,3323,76,7,13564
629,95,4753,157,6,9264
630,395,6464,66,2,10244
631,869,8926,14,6,16096
632,364,6555,50,4,2875
633,1339,7698,88,5,17492
634,117,4324,25,6,17566
635,164,1260,111,9,1312
636,877,2414,24,4,5324
637,790,2906,140,6,5789
638,577,2555,3,6,9996
639,306,7444,79,9,14423
640,772,3705,45,4,10843
641,1764,3403,74,2,13571
642,200,4283,138,9,14159
643,1756,5657,40,8,6316
644,180,7036,42,4,16670
645,358,1529,27,2,15119
646,740,851,190,3,785
647,1276,4675,6,6,3632
648,1323,4410,166,9,9730
649,1897,3296,158,9,10790
650,430,4527,137,6,1581
651,1028,9572,33,7,17920
652,653,1416,151,5,9302
653,678,2270,21,4,18990
654,254,7271,115,1,14709
655,941,2808,65,5,737
656,1689,9992,111,6,6871
657,1603,3609,76,3,14660
658,1591,7834,163,5,15472
659,1120,7606,174,5,9936
660,167,2814,151,9,5504
661,1857,6871,118,2,11050
662,1355,7337,98,1,10046
663,1922,5712,98,3,14439
664,965,2120,96,5,5440
665,1912,5086,179,8,8784
666,854,8648,147,8,18381
667,1086,5589,200,9,13174
668,174,6741,113,1,1088
669,1277,2885,176,8,5585
670,1485,939,113,8,17484
671,624,9877,100,8,13265
672,1239,5741,113,2,9971
673,1263,3410,177,2,17398
674,415,2086,156,5,16182
675,739,2367,102,9,16944
676,1766,6784,54,1,16586
677,1769,140,40,5,1652
678,675,7416,178,6,18084
679,126,7062,5,5,11538
680,941,5891,38,7,4181
681,253,427,177,2,17813
682,1869,2903,79,2,2398
683,1974,2018,196,7,19426
684,1735,1219,55,5,785
685,197,1913,159,3,14029
686,1658,6789,158,3,19356
687,413,4637,66,3,1903
688,1480,9645,71,7,5792
689,776,1718,126,7,15434
690,1078,2200,57,4,19515
691,1671,3175,73,6,19615
692,1363,1429,29,1,8819
693,1383,1312,30,9,9126
694,1175,8939,22,3,7540
695,1124,6277,164,7,16995
696,234,7570,181,2,16153
697,1568,3107,185,9,18370
698,1086,8038,131,7,6610
699,1965,2915,57,6,16840
700,196,754,30,2,1701
701,542,484,101,3,2555
702,1779,7813,16,3,17376
703,1130,388,194,3,1244
704,295,9981,47,6,9871
705,645,8737,92,2,18647
706,1475,2907,157,1,2279
707,1558,2966,155,4,9731
708,156,2747,173,3,5748
709,406,7179,70,3,4591
710,896,4677,102,9,11190
711,726,1162,191,8,5349
712,738,4227,18,8,3954
713,797,9851,40,1,12376
714,1707,4462,69,2,4558
715,554,421,138,7,7709
716,1596,4520,86,8,504
717,375,5875,24,2,1943
718,1613,2210,57,1,7046
719,455,1186,7,2,7971
720,202,4931,140,5,1962
721,1756,1820,100,1,7548
722,1476,7397,60,8,15231
723,1211,931,98,5,19659
724,1632,1354,185,4,3705
725,854,657,148,3,12032
726,724,6430,181,6,3945
727,1392,1206,50,7,10487
728,340,2868,15,5,16912
729,262,8648,144,6,6004
730,1865,5015,72,1,14719
731,1948,4371,190,4,6173
732,1613,2491,135,9,13312
733,543,875,64,9,1009
734,551,4164,95,3,12940
735,1330,9626,104,6,16252
736,1870,3193,63,4,19996
737,1750,3739,143,7,3194
738,638,5044,186,4,14286
739,165,7724,7,6,19734
740,758,6626,183,1,10405
741,621,5998,53,4,3938
742,1112,6234,150,8,18612
743,1224,6356,103,3,12257
744,1295,575,85,7,18666
745,51,9288,149,5,15844
746,489,2896,90,6,15948
747,198,1989,106,5,18918
748,1047,8482,126,6,9546
749,665,6171,74,4,6090
750,1247,2468,89,3,10082
751,1966,1589,198,9,13981
752,1245,5874,15,7,6226
753,663,9671,190,7,10302
754,266,8997,152,9,4137
755,73,8804,52,8,2953
756,1905,472,80,4,10426
757,77,410,196,6,9401
758,544,9818,18,5,4337
759,881,3960,105,9,3522
760,435,3575,37,5,5148
761,1961,8353,75,5,9713
762,1089,7363,6,8,2085
763,1985,2726,33,8,7138
764,357,5854,36,1,13800
765,936,4109,149,5,806
766,18,3479,95,7,15798
767,676,1879,180,4,16129
768,1823,6232,146,5,18774
769,1590,4535,145,8,9987
770,575,421,137,7,1128
771,1793,5772,79,3,9726
772,751,3894,29,8,13211
773,1460,7424,132,8,19457
774,996,500,108,5,6664
775,1465,8438,140,1,9114
776,1033,4442,190,5,9193
777,1494,7372,159,2,17435
778,632,7650,196,1,19523
779,1372,8672,104,2,16269
780,1626,5214,44,2,6021
781,372,9526,20,8,13035
782,970,2568,6,4,7676
783,1848,6049,45,7,9739
784,1199,4215,197,2,10726
785,1539,8950,59,7,5499
786,1154,5854,142,4,11439
787,1590,7285,81,7,13424
788,1317,109,79,5,9349
789,1720,746,25,3,6716
790,1951,9709,107,2,7805
791,353,8156,118,9,12930
792,224,6861,142,1,7711
793,1548,9816,92,1,251
794,954,1349,186,2,18900
795,1731,7036,159,7,14229
796,1783,3312,109,9,5515
797,1533,8902,155,7,2761
798,368,7787,41,4,13493
799,1690,7354,180,7,485
800,1614,738,180,6,19208
801,1676,5533,36,4,7570
802,1524,2202,178,7,11700
803,1114,6368,99,6,8838
804,656,1442,149,3,14906
805,1973,684,175,2,19717
806,1096,1921,20,8,17659
807,433,5171,72,5,7958
808,1713,5750,116,5,8195
809,1372,5716,160,7,16742
810,1287,3985,119,9,16491
811,1295,3416,134,8,4824
812,509,6110,78,5,2790
813,508,271,162,1,7793
814,617,6833,164,5,3973
815,420,5256,34,2,19111
816,1096,6403,16,3,2537
817,74,9472,172,9,14649
818,1679,6475,35,3,19978
819,1527,3995,187,1,744
820,574,2831,58,9,6844
821,146,1568,27,7,13105
822,46,6411,169,8,2564
823,1765,6019,30,8,5308
824,1129,8986,161,2,11955
825,1133,9223,96,4,11378
826,1341,860,48,1,15319
827,121,8743,104,9,13578
828,1523,6148,45,5,14403
829,1067,9758,84,6,1248
830,1964,678,54,7,15840
831,99,6451,97,6,15261
832,706,8654,160,9,249
833,311,9715,36,7,11285
834,1238,1235,135,3,19928
835,1487,9329,25,3,17655
836,1765,5436,139,3,8195
837,423,7116,3,5,7495
838,1413,7183,197,7,7425
839,1721,2249,183,6,6999
840,1136,7515,172,5,6489
841,1935,8316,44,4,1831
842,1883,8020,73,5,5868
843,272,4505,176,1,19338
844,825,7376,75,6,1093
845,1126,4562,121,1,10565
846,210,3931,3,7,16731
847,739,3777,72,2,14236
848,793,2885,100,4,4339
849,1046,5100,55,2,2582
850,760,4490,73,9,15566
851,159,2098,100,6,15007
852,1915,9994,195,4,14419
853,741,3674,43,2,2681
854,1954,8336,128,8,6501
855,343,8358,186,4,13883
856,1424,3139,185,8,13489
857,1478,5140,106,9,3583
858,699,8261,16,9,18622
859,1167,2502,60,7,17821
860,1874,8217,55,9,8650
861,1894,3929,174,1,12784
862,397,2358,72,3,6437
863,536,577,43,1,7009
864,141,7301,1,5,6753
865,961,8783,63,6,16918
866,240,1668,125,1,17396
867,292,1299,43,6,10689
868,817,6993,88,3,7743
869,82,5832,141,2,8034
870,560,2264,186,6,5022
871,1889,4755,194,4,12338
872,870,3864,161,8,17667
873,171,4406,78,2,704
874,1798,7401,4,6,12446
875,977,6481,161,2,1927
876,580,3528,111,2,11410
877,526,5599,141,1,12147
878,542,6651,133,8,19946
879,110,3019,8,4,17525
880,1236,9397,171,5,6785
881,1800,7319,192,8,2809
882,1462,5916,111,1,5875
883,322,4560,72,3,2135
884,900,974,95,6,390
885,714,4245,85,3,7870
886,84,9493,74,9,16514
887,956,4009,21,3,11724
888,376,8227,55,2,3071
889,1077,5998,63,6,11213
890,1891,8193,88,4,14721
891,1520,7886,61,2,5203
892,1280,2516,92,4,13460
893,586,6748,31,9,909
894,1244,6214,76,5,10239
895,1679,5764,45,7,225
896,100,6401,152,2,7005
897,129,1941,63,7,16869
898,918,7011,173,3,17880
899,219,9213,28,1,13644
900,477,8284,82,8,1758
901,1807,4690,33,4,18730
902,1482,6516,15,9,2840
903,22,7037,156,8,7244
904,1714,3892,187,2,4548
905,560,2147,28,2,9241
906,629,4094,40,9,4293
907,1019,9781,76,7,15055
908,1353,3664,87,4,17212
909,1912,5082,158,5,19232
910,1715,7675,88,4,11083
911,1504,962,137,9,11564
912,1809,6083,58,2,14522
913,1898,4342,106,9,3823
914,339,4375,13,2,5481
915,1896,9045,170,8,19291
916,1883,3582,84,7,14739
917,179,5381,19,7,8177
918,421,2313,192,3,8515
919,1506,6659,132,3,5806
920,1007,2493,26,4,18219
921,49,2271,179,7,6975
922,1851,6702,18,4,13499
923,1930,7608,171,4,9800
924,767,8461,126,1,9877
925,30,7209,191,6,2423
926,85,6185,40,5,18323
927,789,4078,23,8,4468
928,1526,5295,75,2,15603
929,1570,433,59,7,319
930,329,7617,134,4,7341
931,610,803,70,7,2575
932,434,6135,100,9,13305
933,588,6467,8,1,12672
934,1711,4996,88,2,16125
935,1877,1304,10,7,7598
936,1273,5214,147,2,10003
937,1876,7008,152,5,12397
938,1158,8935,117,8,1233
939,690,8875,161,4,1050
940,1389,3059,104,4,19421
941,1764,1850,199,6,12616
942,1599,7817,176,2,3480
943,1804,1302,133,6,735
944,425,9988,101,2,17227
945,1439,9088,175,6,4046
946,770,8673,119,1,12671
947,1680,4038,62,4,8598
948,512,291,89,4,4746
949,1409,6945,77,3,327
950,1412,8382,10,1,6514
951,1839,5315,81,4,4058
952,1012,5696,168,5,17876
953,1473,8569,14,7,613
954,564,6827,189,7,4380
955,303,259,174,2,17410
956,99,827,10,4,1523
957,1997,2420,111,5,18141
958,1330,6976,46,8,12543
959,557,7933,94,3,5730
960,42,6204,183,8,15969
961,991,2153,50,2,19345
962,468,9642,80,7,16026
963,440,3333,101,1,7528
964,327,5887,123,5,4445
965,569,3118,142,2,5399
966,33,4740,30,6,2367
967,412,3598,4,2,8741
968,1650,5597,39,2,14352
969,812,2315,131,2,282
970,1138,1558,56,4,17899
971,508,1717,21,3,11822
