customer_id,customer_name,age,city,gender
177,Customer_177,47,Hyderabad,Male
178,Customer_178,53,Mumbai,Male
179,Customer_179,35,Bangalore,Male
180,Customer_180,43,Hyderabad,Female
181,Customer_181,24,Chennai,Female
182,Customer_182,18,Hyderabad,Female
183,Customer_183,43,Bangalore,Male
184,Customer_184,40,Bangalore,Female
185,Customer_185,43,Mumbai,Female
186,Customer_186,62,Chennai,Female
187,Customer_187,23,Chennai,Female
188,Customer_188,23,Hyderabad,Male
189,Customer_189,61,Chennai,Female
190,Customer_190,25,Hyderabad,Female
191,Customer_191,41,Bangalore,Male
192,Customer_192,39,Bangalore,Female
193,Customer_193,36,Bangalore,Male
194,Customer_194,54,Bangalore,Male
195,Customer_195,35,Bangalore,Female
196,Customer_196,48,Hyderabad,Male
197,Customer_197,54,Bangalore,Female
198,Customer_198,47,Hyderabad,Male
199,Customer_199,59,Bangalore,Male
200,Customer_200,50,Hyderabad,Female
201,Customer_201,27,Hyderabad,Male
202,Customer_202,54,Hyderabad,Female
203,Customer_203,29,Chennai,Female
204,Customer_204,47,Hyderabad,Female
205,Customer_205,44,Hyderabad,Female
206,Customer_206,56,Bangalore,Male
207,Customer_207,26,Hyderabad,Female
208,Customer_208,38,Hyderabad,Male
209,Customer_209,29,Mumbai,Female
210,Customer_210,46,Chennai,Male
211,Customer_211,50,Mumbai,Male
212,Customer_212,60,Bangalore,Male
213,Customer_213,32,Chennai,Male
214,Customer_214,19,Chennai,Female
215,Customer_215,69,Mumbai,Female
216,Customer_216,56,Chennai,Male
217,Customer_217,61,Mumbai,Male
218,Customer_218,35,Hyderabad,Female
219,Customer_219,20,Mumbai,Male
220,Customer_220,24,Chennai,Male
221,Customer_221,60,Chennai,Female
222,Customer_222,35,Bangalore,Male
223,Customer_223,61,Bangalore,Male
224,Customer_224,55,Bangalore,Female
225,Customer_225,54,Bangalore,Male
226,Customer_226,50,Chennai,Female
227,Customer_227,61,Bangalore,Female
228,Customer_228,48,Mumbai,Female
229,Customer_229,28,Hyderabad,Female
230,Customer_230,21,Chennai,Male
231,Customer_231,35,Bangalore,Female
232,Customer_232,21,Chennai,Female
233,Customer_233,66,Bangalore,Male
234,Customer_234,51,Chennai,Female
235,Customer_235,46,Bangalore,Male
236,Customer_236,41,Hyderabad,Female
237,Customer_237,39,Bangalore,Female
238,Customer_238,19,Mumbai,Female
239,Customer_239,61,Chennai,Female
240,Customer_240,23,Chennai,Male
241,Customer_241,59,Mumbai,Male
242,Customer_242,42,Mumbai,Male
243,Customer_243,38,Hyderabad,Female
244,Customer_244,33,Chennai,Female
245,Customer_245,48,Hyderabad,Female
246,Customer_246,31,Chennai,Male
247,Customer_247,56,Chennai,Female
248,Customer_248,45,Hyderabad,Male
249,Customer_249,49,Chennai,Male
250,Customer_250,45,Chennai,Male
251,Customer_251,68,Hyderabad,Female
252,Customer_252,66,Bangalore,Female
253,Customer_253,26,Hyderabad,Female
254,Customer_254,62,Chennai,Female
255,Customer_255,39,Mumbai,Male
256,Customer_256,49,Bangalore,Male
257,Customer_257,22,Mumbai,Female
258,Customer_258,40,Bangalore,Female
259,Customer_259,22,Mumbai,Female
260,Customer_260,59,Bangalore,Male
261,Customer_261,49,Hyderabad,Female
262,Customer_262,27,Bangalore,Male
263,Customer_263,56,Bangalore,Male
264,Customer_264,32,Bangalore,Male
265,Customer_265,24,Chennai,Male
266,Customer_266,46,Mumbai,Male
267,Customer_267,64,Hyderabad,Male
268,Customer_268,20,Mumbai,Male
269,Customer_269,36,Mumbai,Female
270,Customer_270,27,Hyderabad,Female
271,Customer_271,45,Chennai,Female
272,Customer_272,46,Bangalore,Male
273,Customer_273,32,Chennai,Male
274,Customer_274,52,Chennai,Female
275,Customer_275,23,Bangalore,Male
276,Customer_276,29,Mumbai,Male
277,Customer_277,64,Bangalore,Male
278,Customer_278,55,Hyderabad,Male
279,Customer_279,30,Bangalore,Male
280,Customer_280,46,Mumbai,Male
281,Customer_281,36,Chennai,Male
282,Customer_282,20,Chennai,Male
283,Customer_283,25,Bangalore,Male
284,Customer_284,25,Hyderabad,Male
285,Customer_285,37,Mumbai,Male
286,Customer_286,64,Chennai,Male
287,Customer_287,21,Bangalore,Female
288,Customer_288,68,Hyderabad,Male
289,Customer_289,38,Hyderabad,Male
290,Customer_290,20,Chennai,Female
291,Customer_291,62,Chennai,Female
292,Customer_292,25,Mumbai,Female
293,Customer_293,40,Hyderabad,Male
294,Customer_294,33,Mumbai,Male
295,Customer_295,30,Hyderabad,Female
296,Customer_296,20,Hyderabad,Female
297,Customer_297,65,Bangalore,Female
298,Customer_298,26,Chennai,Male
299,Customer_299,31,Hyderabad,Male
300,Customer_300,30,Mumbai,Female
301,Customer_301,24,Chennai,Male
302,Customer_302,32,Mumbai,Male
303,Customer_303,24,Chennai,Female
304,Customer_304,55,Chennai,Female
305,Customer_305,51,Hyderabad,Female
306,Customer_306,58,Bangalore,Male
307,Customer_307,39,Hyderabad,Male
308,Customer_308,41,Chennai,Male
309,Customer_309,66,Hyderabad,Male
310,Customer_310,54,Hyderabad,Male
311,Customer_311,61,Chennai,Female
312,Customer_312,18,Chennai,Male
313,Customer_313,27,Hyderabad,Male
314,Customer_314,60,Hyderabad,Female
315,Customer_315,33,Hyderabad,Female
316,Customer_316,63,Mumbai,Female
317,Customer_317,25,Hyderabad,Female
318,Customer_318,66,Mumbai,Male
319,Customer_319,42,Bangalore,Male
320,Customer_320,67,Mumbai,Female
321,Customer_321,29,Hyderabad,Male
322,Customer_322,42,Bangalore,Female
323,Customer_323,34,Mumbai,Male
324,Customer_324,43,Mumbai,Male
325,Customer_325,63,Chennai,Male
326,Customer_326,65,Bangalore,Female
327,Customer_327,31,Chennai,Female
328,Customer_328,58,Bangalore,Male
329,Customer_329,53,Mumbai,Male
330,Customer_330,40,Chennai,Female
331,Customer_331,60,Hyderabad,Female
332,Customer_332,23,Mumbai,Male
333,Customer_333,64,Bangalore,Male
334,Customer_334,22,Bangalore,Female
335,Customer_335,60,Chennai,Male
336,Customer_336,42,Chennai,Female
337,Customer_337,35,Bangalore,Female
338,Customer_338,30,Mumbai,Male
339,Customer_339,60,Chennai,Male
340,Customer_340,31,Hyderabad,Male
341,Customer_341,45,Bangalore,Female
342,Customer_342,35,Hyderabad,Female
343,Customer_343,45,Bangalore,Female
344,Customer_344,68,Hyderabad,Male
345,Customer_345,44,Mumbai,Male
346,Customer_346,49,Bangalore,Female
347,Customer_347,64,Mumbai,Female
348,Customer_348,26,Chennai,Male
349,Customer_349,57,Bangalore,Female
350,Customer_350,49,Mumbai,Male
351,Customer_351,37,Hyderabad,Male
352,Customer_352,45,Mumbai,Female
353,Customer_353,50,Bangalore,Female
354,Customer_354,21,Mumbai,Female
355,Customer_355,63,Hyderabad,Female
356,Customer_356,51,Hyderabad,Female
357,Customer_357,65,Hyderabad,Male
358,Customer_358,20,Chennai,Female
359,Customer_359,43,Bangalore,Male
360,Customer_360,25,Hyderabad,Female
361,Customer_361,23,Chennai,Female
362,Customer_362,33,Hyderabad,Female
363,Customer_363,41,Mumbai,Female
364,Customer_364,65,Bangalore,Female
365,Customer_365,56,Mumbai,Female
366,Customer_366,47,Chennai,Male
367,Customer_367,62,Mumbai,Female
368,Customer_368,30,Mumbai,Female
369,Customer_369,22,Hyderabad,Female
370,Customer_370,42,Mumbai,Female
371,Customer_371,37,Hyderabad,Male
372,Customer_372,35,Hyderabad,Male
373,Customer_373,64,Bangalore,Male
374,Customer_374,35,Chennai,Male
375,Customer_375,19,Chennai,Male
376,Customer_376,27,Chennai,Male
377,Customer_377,62,Hyderabad,Female
378,Customer_378,67,Chennai,Female
379,Customer_379,64,Hyderabad,Male
380,Customer_380,29,Bangalore,Female
381,Customer_381,64,Chennai,Female
382,Customer_382,30,Hyderabad,Female
383,Customer_383,67,Chennai,Female
384,Customer_384,64,Chennai,Female
385,Customer_385,28,Bangalore,Male
386,Customer_386,36,Mumbai,Male
387,Customer_387,52,Chennai,Male
388,Customer_388,56,Bangalore,Male
389,Customer_389,43,Chennai,Male
390,Customer_390,63,Chennai,Male
391,Customer_391,31,Chennai,Female
392,Customer_392,62,Chennai,Male
393,Customer_393,61,Mumbai,Female
394,Customer_394,41,Mumbai,Female
395,Customer_395,58,Chennai,Male
396,Customer_396,18,Chennai,Male
397,Customer_397,68,Bangalore,Male
398,Customer_398,60,Bangalore,Female
399,Customer_399,39,Hyderabad,Male
400,Customer_400,40,Mumbai,Male
401,Customer_401,36,Chennai,Male
402,Customer_402,35,Mumbai,Female
403,Customer_403,29,Bangalore,Male
404,Customer_404,45,Mumbai,Male
405,Customer_405,45,Mumbai,Female
406,Customer_406,50,Chennai,Female
407,Customer_407,36,Chennai,Female
408,Customer_408,45,Bangalore,Male
409,Customer_409,69,Chennai,Male
410,Customer_410,66,Bangalore,Female
411,Customer_411,54,Bangalore,Male
412,Customer_412,43,Hyderabad,Female
413,Customer_413,52,Hyderabad,Female
414,Customer_414,51,Hyderabad,Female
415,Customer_415,52,Mumbai,Female
416,Customer_416,57,Hyderabad,Female
417,Customer_417,33,Chennai,Male
418,Customer_418,55,Chennai,Male
419,Customer_419,30,Hyderabad,Male
420,Customer_420,40,Mumbai,Male
421,Customer_421,39,Bangalore,Female
422,Customer_422,33,Mumbai,Male
423,Customer_423,45,Mumbai,Female
424,Customer_424,65,Bangalore,Female
425,Customer_425,52,Bangalore,Male
426,Customer_426,62,Bangalore,Male
427,Customer_427,63,Chennai,Female
428,Customer_428,25,Bangalore,Male
429,Customer_429,61,Bangalore,Male
430,Customer_430,39,Mumbai,Male
431,Customer_431,38,Mumbai,Male
432,Customer_432,43,Hyderabad,Female
433,Customer_433,57,Mumbai,Female
434,Customer_434,38,Bangalore,Male
435,Customer_435,42,Chennai,Female
436,Customer_436,58,Mumbai,Female
437,Customer_437,18,Mumbai,Male
438,Customer_438,23,Bangalore,Male
439,Customer_439,40,Mumbai,Female
440,Customer_440,68,Mumbai,Female
441,Customer_441,40,Bangalore,Female
442,Customer_442,60,Mumbai,Male
443,Customer_443,60,Chennai,Female
444,Customer_444,40,Hyderabad,Female
445,Customer_445,49,Mumbai,Male
446,Customer_446,47,Chennai,Female
447,Customer_447,30,Mumbai,Male
448,Customer_448,60,Hyderabad,Male
449,Customer_449,35,Bangalore,Female
450,Customer_450,40,Hyderabad,Male
451,Customer_451,32,Mumbai,Male
452,Customer_452,50,Hyderabad,Female
453,Customer_453,38,Hyderabad,Male
454,Customer_454,56,Bangalore,Female
455,Customer_455,40,Mumbai,Male
456,Customer_456,44,Hyderabad,Male
457,Customer_457,62,Hyderabad,Female
458,Customer_458,61,Bangalore,Female
459,Customer_459,35,Chennai,Female
460,Customer_460,41,Mumbai,Male
461,Customer_461,68,Chennai,Female
462,Customer_462,64,Chennai,Male
463,Customer_463,57,Bangalore,Female
464,Customer_464,68,Bangalore,Male
465,Customer_465,59,Mumbai,Female
466,Customer_466,24,Chennai,Male
467,Customer_467,67,Hyderabad,Female
468,Customer_468,65,Chennai,Male
469,Customer_469,37,Bangalore,Male
470,Customer_470,44,Hyderabad,Male
471,Customer_471,23,Hyderabad,Male
472,Customer_472,44,Bangalore,Female
473,Customer_473,26,Hyderabad,Male
474,Customer_474,62,Chennai,Female
475,Customer_475,48,Bangalore,Male
476,Customer_476,38,Mumbai,Female
477,Customer_477,43,Bangalore,Male
478,Customer_478,57,Mumbai,Male
479,Customer_479,65,Mumbai,Female
480,Customer_480,62,Bangalore,Female
481,Customer_481,30,Bangalore,Male
482,Customer_482,66,Mumbai,Female
483,Customer_483,40,Mumbai,Female
484,Customer_484,37,Hyderabad,Female
485,Customer_485,54,Bangalore,Male
486,Customer_486,45,Bangalore,Female
487,Customer_487,34,Hyderabad,Male
488,Customer_488,45,Bangalore,Female
489,Customer_489,58,Hyderabad,Female
490,Customer_490,19,Hyderabad,Male
491,Customer_491,42,Bangalore,Female
492,Customer_492,67,Chennai,Female
493,Customer_493,58,Mumbai,Female
494,Customer_494,23,Bangalore,Female
495,Customer_495,28,Chennai,Female
496,Customer_496,55,Hyderabad,Female
497,Customer_497,23,Chennai,Female
498,Customer_498,62,Bangalore,Male
499,Customer_499,28,Bangalore,Male
500,Customer_500,31,Chennai,Male
501,Customer_501,19,Bangalore,Male
502,Customer_502,57,Mumbai,Male
503,Customer_503,20,Chennai,Female
504,Customer_504,52,Hyderabad,Male
505,Customer_505,50,Chennai,Male
506,Customer_506,41,Chennai,Female
507,Customer_507,36,Chennai,Male
508,Customer_508,35,Chennai,Female
509,Customer_509,66,Hyderabad,Female
510,Customer_510,69,Hyderabad,Male
511,Customer_511,41,Hyderabad,Male
512,Customer_512,62,Chennai,Female
513,Customer_513,52,Mumbai,Female
514,Customer_514,18,Mumbai,Male
515,Customer_515,53,Hyderabad,Female
516,Customer_516,42,Mumbai,Male
517,Customer_517,62,Mumbai,Male
518,Customer_518,66,Mumbai,Male
519,Customer_519,60,Mumbai,Male
520,Customer_520,51,Mumbai,Female
521,Customer_521,42,Bangalore,Female
522,Customer_522,33,Hyderabad,Male
523,Customer_523,51,Chennai,Male
524,Customer_524,46,Mumbai,Female
525,Customer_525,36,Bangalore,Female
526,Customer_526,40,Chennai,Female
527,Customer_527,36,Bangalore,Female
528,Customer_528,42,Mumbai,Female
529,Customer_529,33,Mumbai,Male
530,Customer_530,68,Mumbai,Male
531,Customer_531,26,Mumbai,Male
532,Customer_532,18,Chennai,Male
533,Customer_533,59,Chennai,Female
534,Customer_534,36,Bangalore,Female
535,Customer_535,50,Hyderabad,Male
536,Customer_536,51,Mumbai,Male
537,Customer_537,33,Bangalore,Female
538,Customer_538,61,Bangalore,Male
539,Customer_539,57,Bangalore,Male
540,Customer_540,35,Mumbai,Female
541,Customer_541,51,Mumbai,Female
542,Customer_542,42,Bangalore,Female
543,Customer_543,62,Mumbai,Male
544,Customer_544,23,Bangalore,Female
545,Customer_545,38,Chennai,Female
546,Customer_546,23,Mumbai,Male
547,Customer_547,49,Chennai,Female
548,Customer_548,58,Hyderabad,Male
549,Customer_549,65,Mumbai,Male
550,Customer_550,60,Hyderabad,Male
551,Customer_551,56,Bangalore,Male
552,Customer_552,48,Mumbai,Female
553,Customer_553,59,Mumbai,Male
554,Customer_554,27,Mumbai,Female
555,Customer_555,47,Hyderabad,Female
556,Customer_556,69,Hyderabad,Female
557,Customer_557,35,Bangalore,Female
558,Customer_558,41,Chennai,Female
559,Customer_559,69,Chennai,Male
560,Customer_560,26,Hyderabad,Female
561,Customer_561,48,Mumbai,Male
562,Customer_562,32,Chennai,Male
563,Customer_563,21,Chennai,Male
564,Customer_564,57,Hyderabad,Female
565,Customer_565,26,Bangalore,Female
566,Customer_566,62,Hyderabad,Female
567,Customer_567,26,Hyderabad,Female
568,Customer_568,43,Mumbai,Male
569,Customer_569,21,Hyderabad,Female
570,Customer_570,34,Mumbai,Female
571,Customer_571,33,Bangalore,Male
572,Customer_572,32,Mumbai,Male
573,Customer_573,52,Bangalore,Male
574,Customer_574,69,Bangalore,Male
575,Customer_575,22,Bangalore,Male
576,Customer_576,22,Hyderabad,Male
577,Customer_577,37,Mumbai,Male
578,Customer_578,32,Chennai,Female
579,Customer_579,35,Hyderabad,Female
580,Customer_580,64,Bangalore,Male
581,Customer_581,19,Chennai,Male
582,Customer_582,46,Hyderabad,Female
583,Customer_583,30,Chennai,Male
584,Customer_584,21,Bangalore,Male
585,Customer_585,59,Chennai,Male
586,Customer_586,62,Chennai,Male
587,Customer_587,27,Bangalore,Male
588,Customer_588,48,Chennai,Female
589,Customer_589,58,Hyderabad,Male
590,Customer_590,25,Chennai,Male
591,Customer_591,20,Mumbai,Male
592,Customer_592,65,Hyderabad,Female
593,Customer_593,63,Chennai,Female
594,Customer_594,26,Mumbai,Male
595,Customer_595,47,Mumbai,Male
596,Customer_596,28,Mumbai,Male
597,Customer_597,52,Chennai,Male
598,Customer_598,54,Bangalore,Female
599,Customer_599,59,Mumbai,Female
600,Customer_600,30,Bangalore,Male
601,Customer_601,53,Hyderabad,Male
602,Customer_602,30,Bangalore,Female
603,Customer_603,29,Bangalore,Female
604,Customer_604,54,Bangalore,Male
605,Customer_605,27,Bangalore,Male
606,Customer_606,26,Bangalore,Male
607,Customer_607,69,Hyderabad,Female
608,Customer_608,24,Hyderabad,Female
609,Customer_609,19,Bangalore,Female
610,Customer_610,40,Bangalore,Female
611,Customer_611,56,Mumbai,Male
612,Customer_612,57,Hyderabad,Female
613,Customer_613,56,Chennai,Female
614,Customer_614,38,Hyderabad,Female
615,Customer_615,40,Chennai,Male
616,Customer_616,46,Mumbai,Female
617,Customer_617,31,Bangalore,Female
618,Customer_618,43,Mumbai,Female
619,Customer_619,68,Bangalore,Male
620,Customer_620,22,Hyderabad,Female
621,Customer_621,48,Bangalore,Male
622,Customer_622,42,Chennai,Male
623,Customer_623,48,Chennai,Female
624,Customer_624,67,Mumbai,Male
625,Customer_625,37,Hyderabad,Female
626,Customer_626,61,Chennai,Male
627,Customer_627,34,Mumbai,Male
628,Customer_628,62,Hyderabad,Female
629,Customer_629,19,Hyderabad,Female
630,Customer_630,42,Mumbai,Male
631,Customer_631,30,Chennai,Male
632,Customer_632,56,Chennai,Male
633,Customer_633,45,Mumbai,Male
634,Customer_634,59,Chennai,Female
635,Customer_635,23,Mumbai,Male
636,Customer_636,20,Chennai,Male
637,Customer_637,52,Chennai,Female
638,Customer_638,35,Mumbai,Male
639,Customer_639,28,Mumbai,Female
640,Customer_640,37,Chennai,Female
641,Customer_641,22,Mumbai,Female
642,Customer_642,36,Chennai,Male
643,Customer_643,39,Bangalore,Female
644,Customer_644,36,Hyderabad,Female
645,Customer_645,64,Hyderabad,Female
646,Customer_646,33,Chennai,Male
647,Customer_647,41,Hyderabad,Male
648,Customer_648,58,Chennai,Male
649,Customer_649,21,Mumbai,Male
650,Customer_650,32,Bangalore,Female
651,Customer_651,42,Hyderabad,Female
652,Customer_652,61,Hyderabad,Female
653,Customer_653,52,Mumbai,Male
654,Customer_654,31,Bangalore,Female
655,Customer_655,66,Bangalore,Male
656,Customer_656,36,Bangalore,Male
657,Customer_657,55,Mumbai,Male
658,Customer_658,53,Hyderabad,Female
659,Customer_659,24,Hyderabad,Female
660,Customer_660,47,Bangalore,Male
661,Customer_661,36,Mumbai,Female
662,Customer_662,66,Mumbai,Male
663,Customer_663,42,Mumbai,Female
664,Customer_664,33,Bangalore,Male
665,Customer_665,64,Mumbai,Male
666,Customer_666,57,Bangalore,Male
667,Customer_667,68,Bangalore,Female
668,Customer_668,25,Bangalore,Female
669,Customer_669,35,Chennai,Female
670,Customer_670,45,Bangalore,Female
671,Customer_671,33,Mumbai,Female
672,Customer_672,69,Chennai,Male
673,Customer_673,36,Hyderabad,Female
674,Customer_674,59,Hyderabad,Male
675,Customer_675,34,Mumbai,Female
676,Customer_676,62,Mumbai,Female
677,Customer_677,30,Mumbai,Female
678,Customer_678,24,Mumbai,Male
679,Customer_679,44,Chennai,Female
680,Customer_680,27,Mumbai,Male
681,Customer_681,51,Bangalore,Female
682,Customer_682,53,Hyderabad,Male
683,Customer_683,42,Mumbai,Male
684,Customer_684,23,Bangalore,Male
685,Customer_685,41,Mumbai,Male
686,Customer_686,35,Bangalore,Female
687,Customer_687,40,Chennai,Female
688,Customer_688,23,Hyderabad,Male
689,Customer_689,46,Hyderabad,Female
690,Customer_690,42,Chennai,Male
691,Customer_691,34,Bangalore,Female
692,Customer_692,63,Mumbai,Female
693,Customer_693,41,Bangalore,Female
694,Customer_694,28,Hyderabad,Male
695,Customer_695,43,Chennai,Female
696,Customer_696,68,Chennai,Male
697,Customer_697,51,Bangalore,Female
698,Customer_698,45,Bangalore,Male
699,Customer_699,20,Chennai,Female
700,Customer_700,28,Hyderabad,Male
701,Customer_701,55,Mumbai,Male
702,Customer_702,31,Mumbai,Male
703,Customer_703,68,Bangalore,Female
704,Customer_704,43,Chennai,Male
705,Customer_705,65,Chennai,Female
706,Customer_706,38,Chennai,Male
707,Customer_707,56,Hyderabad,Male
708,Customer_708,47,Bangalore,Male
709,Customer_709,25,Bangalore,Female
710,Customer_710,68,Bangalore,Female
711,Customer_711,37,Hyderabad,Female
712,Customer_712,65,Bangalore,Female
713,Customer_713,49,Mumbai,Female
714,Customer_714,39,Bangalore,Female
715,Customer_715,24,Bangalore,Female
716,Customer_716,26,Bangalore,Male
717,Customer_717,62,Hyderabad,Male
718,Customer_718,18,Mumbai,Female
719,Customer_719,46,Mumbai,Female
720,Customer_720,25,Chennai,Female
721,Customer_721,21,Chennai,Female
722,Customer_722,52,Mumbai,Female
723,Customer_723,20,Bangalore,Male
724,Customer_724,62,Bangalore,Female
725,Customer_725,57,Bangalore,Female
726,Customer_726,24,Hyderabad,Female
727,Customer_727,44,Bangalore,Male
728,Customer_728,18,Hyderabad,Male
729,Customer_729,44,Mumbai,Male
730,Customer_730,33,Bangalore,Male
731,Customer_731,55,Bangalore,Female
732,Customer_732,24,Chennai,Male
733,Customer_733,61,Mumbai,Male
734,Customer_734,40,Bangalore,Male
735,Customer_735,58,Hyderabad,Male
